Username,Position,Player Name,Team
THESCURGE,RB,Bucky Irving,TB
THESCURGE,RB,Saquon Barkley,PHI
THESCURGE,W/T,Olamide Zaccheaus,WAS
THESCURGE,W/T,Jalen McMillan,TB
THESCURGE,W/T,Quentin Johnston,LAC
THESCURGE,W/T,Terry McLaurin,WAS
THESCURGE,W/T,Travis Kelce,KC
THESCURGE,W/T,Justin Jefferson,MIN
CLE2CLT,QB,Justin Herbert,LAC
CLE2CLT,QB,Jayden Daniels,WAS
CLE2CLT,RB,Derrick Henry,BAL
CLE2CLT,RB,Saquon Barkley,PHI
CLE2CLT,W/T,JuJu Smith-Schuster,KC
CLE2CLT,W/T,Olamide Zaccheaus,WAS
CLE2CLT,W/T,Quentin Johnston,LAC
CLE2CLT,W/T,Terry McLaurin,WAS
CLE2CLT,W/T,Ladd McConkey,LAC
CLE2CLT,W/T,Puka Nacua,LAR
LLADUE,QB,Josh Allen,BUF
LLADUE,RB,Brian Robinson Jr.,WAS
LLADUE,RB,Isiah Pacheco,KC
LLADUE,RB,James Cook,BUF
LLADUE,W/T,Keon Coleman,BUF
LLADUE,W/T,Hollywood Brown,KC
LLADUE,W/T,Terry McLaurin,WAS
LLADUE,W/T,Amari Cooper,BUF
LLADUE,W/T,Mike Evans,TB
LLADUE,W/T,Mark Andrews,BAL
CREW1982,QB,Jayden Daniels,WAS
CREW1982,QB,Patrick Mahomes,KC
CREW1982,RB,Josh Jacobs,GB
CREW1982,RB,Saquon Barkley,PHI
CREW1982,W/T,Noah Gray,KC
CREW1982,W/T,Zach Ertz,WAS
CREW1982,W/T,Terry McLaurin,WAS
CREW1982,W/T,Ladd McConkey,LAC
CREW1982,W/T,Dallas Goedert,PHI
CREW1982,W/T,Xavier Worthy,KC
COSIMO27,QB,Jayden Daniels,WAS
COSIMO27,QB,Patrick Mahomes,KC
COSIMO27,RB,Austin Ekeler,WAS
COSIMO27,RB,Saquon Barkley,PHI
COSIMO27,W/T,Zach Ertz,WAS
COSIMO27,W/T,Nico Collins,HOU
